transaction_id,customer_id,product_id,store_id,sale_date,quantity,total_amount
28609,2776,11,31,2024-12-29,2,17.7
28610,610,160,31,2024-11-10,1,318.09
28611,6747,74,22,2024-09-27,2,854.04
28612,2910,12,16,2024-07-01,5,1752.05
28613,6377,191,17,2024-08-21,4,473.4
28614,8388,40,8,2025-04-03,4,1828.72
28615,5751,43,21,2024-07-19,1,298.72
28616,6937,158,23,2024-07-06,1,369.87
28617,1639,67,20,2024-07-25,5,2121.1
28618,1542,139,7,2025-04-26,4,1426.44
28619,5492,53,21,2024-06-25,5,1096.15
28620,6905,83,48,2025-03-29,5,1147.7
28621,728,8,16,2024-08-30,5,2266.15
28622,4305,132,41,2025-03-16,5,1258.15
28623,660,7,15,2024-07-04,4,1854.36
28624,4855,72,41,2024-08-09,5,265.0
28625,8743,105,46,2024-11-23,5,753.45
28626,9555,198,10,2024-07-23,1,403.41
28627,8840,19,9,2024-09-19,5,201.95
28628,6601,30,28,2025-03-07,2,215.54
28629,6782,180,36,2024-12-11,3,857.94
28630,1315,132,35,2024-12-06,3,754.89
28631,2664,111,2,2025-03-20,4,164.96
28632,5039,165,33,2024-06-02,3,1272.39
28633,1076,67,44,2024-08-31,2,848.44
28634,4656,136,36,2025-04-28,2,266.44
28635,4122,165,47,2025-04-23,5,2120.65
28636,5833,92,4,2024-07-04,1,152.83
28637,7392,59,3,2024-09-05,3,612.33
28638,2578,191,30,2024-05-17,3,355.05
28639,6455,53,13,2025-05-04,2,438.46
28640,2802,46,46,2025-01-17,1,84.7
28641,5655,138,8,2024-07-11,1,254.92
28642,458,18,28,2025-01-11,2,329.62
28643,2106,51,32,2025-05-08,3,712.53
28644,137,176,21,2024-05-20,5,1092.5
28645,8414,113,12,2025-03-11,2,478.24
28646,2470,188,48,2025-02-17,1,33.93
28647,6846,168,6,2024-10-15,1,71.1
28648,2605,121,10,2025-03-31,1,274.29
28649,3607,49,36,2024-08-31,4,634.6
28650,2601,174,34,2024-10-20,1,488.06
28651,7065,48,19,2024-12-24,3,154.89
28652,9931,121,50,2024-08-05,3,822.87
28653,722,65,31,2024-07-23,4,761.48
28654,5790,16,47,2024-12-05,5,1933.7
28655,6434,129,13,2024-11-17,5,1313.95
28656,9756,199,1,2025-03-06,4,1017.8
28657,7806,184,19,2025-03-29,1,360.08
28658,2878,61,9,2024-10-04,5,314.7
28659,4338,53,26,2024-10-14,1,219.23
28660,804,60,50,2025-05-03,3,70.05
28661,1025,17,14,2024-07-12,5,126.75
28662,9959,69,43,2025-02-11,1,13.41
28663,7801,28,1,2025-02-02,3,177.93
28664,6498,94,15,2024-12-16,3,352.62
28665,515,14,35,2024-11-12,5,1222.15
28666,9855,60,46,2024-12-29,1,23.35
28667,4698,25,50,2025-02-17,3,307.47
28668,8574,156,14,2024-10-25,5,493.45
28669,4691,20,37,2024-07-28,5,1791.8
28670,495,146,18,2024-05-27,2,215.42
28671,2689,184,19,2024-11-18,4,1440.32
28672,9407,185,22,2024-06-17,1,222.65
28673,2024,18,49,2025-05-09,1,164.81
28674,6682,115,12,2024-09-22,4,1931.68
28675,9856,38,20,2024-07-14,5,322.5
28676,6376,99,20,2024-11-10,3,1394.61
28677,8114,82,30,2024-10-30,5,1640.45
28678,5864,199,21,2025-03-31,4,1017.8
28679,3045,104,40,2024-08-21,4,1028.44
28680,6318,141,27,2025-04-13,5,605.4
28681,827,163,2,2024-09-03,3,966.45
28682,9627,57,2,2025-03-13,3,301.35
28683,3000,76,14,2024-10-15,4,972.12
28684,8592,108,45,2025-02-21,1,249.86
28685,662,86,28,2024-12-12,1,181.92
28686,6255,115,1,2024-05-25,5,2414.6
28687,1267,129,18,2024-12-02,3,788.37
28688,8949,26,34,2025-04-07,4,1604.8
28689,9353,115,38,2024-06-25,1,482.92
28690,9049,166,34,2024-07-13,4,1107.2
28691,9296,149,3,2025-05-03,5,1239.95
28692,862,60,33,2025-02-04,2,46.7
28693,1181,73,48,2025-01-05,4,1295.44
28694,3634,11,4,2024-05-23,3,26.55
28695,2507,82,42,2025-02-26,1,328.09
28696,2071,42,17,2024-12-22,3,473.55
28697,1082,43,19,2024-05-31,1,298.72
28698,1674,180,17,2024-12-19,3,857.94
28699,7287,165,7,2025-03-08,1,424.13
28700,3298,73,39,2025-04-16,4,1295.44
28701,4856,68,13,2024-05-20,3,530.79
28702,4614,146,22,2025-03-01,4,430.84
28703,1825,139,44,2025-03-28,5,1783.05
28704,9147,41,31,2024-06-19,3,819.39
28705,1358,189,20,2025-03-01,3,1206.48
28706,511,159,5,2025-04-19,4,1588.2
28707,5701,16,31,2024-09-20,1,386.74
28708,6109,122,43,2024-07-30,1,65.85
28709,6429,73,17,2025-01-10,1,323.86
28710,9668,67,25,2025-04-20,5,2121.1
28711,6077,21,3,2024-11-02,2,153.1
28712,9451,187,41,2024-12-25,3,121.02
28713,574,43,16,2024-10-26,4,1194.88
28714,9274,26,44,2024-08-11,4,1604.8
28715,6071,85,19,2025-02-18,3,871.59
28716,7071,35,45,2024-12-23,4,1521.24
28717,9212,109,35,2024-12-15,2,756.42
28718,5933,94,19,2025-02-07,3,352.62
28719,549,24,1,2025-04-13,4,1877.4
28720,6983,59,15,2024-12-10,3,612.33
28721,1854,47,25,2024-07-04,2,982.7
28722,2463,130,25,2025-04-20,5,1984.6
28723,6632,157,37,2024-06-05,5,626.9
28724,4542,182,37,2024-07-18,2,586.48
28725,5901,31,6,2024-10-17,4,903.4
28726,3358,130,23,2024-09-30,2,793.84
28727,6683,142,24,2024-11-28,3,388.77
28728,2712,170,3,2024-10-01,5,314.55
28729,7585,113,49,2024-12-14,2,478.24
28730,9339,32,22,2024-08-29,5,2498.2
28731,3735,5,4,2024-11-24,5,2209.25
28732,2544,142,6,2024-10-23,4,518.36
28733,9558,75,42,2025-04-24,1,247.31
28734,638,155,28,2024-07-17,2,223.56
28735,9620,28,2,2024-06-22,3,177.93
28736,2775,134,26,2025-03-04,2,89.44
28737,9637,11,29,2025-02-06,3,26.55
28738,1810,47,27,2024-11-09,1,491.35
28739,5017,15,45,2025-04-04,5,447.2
28740,8501,74,18,2025-04-05,1,427.02
28741,5398,133,47,2024-12-14,3,392.61
28742,1676,144,30,2025-02-18,4,647.52
28743,3044,76,16,2024-06-02,1,243.03
28744,6490,190,29,2024-10-20,3,440.76
28745,4727,36,22,2025-02-24,5,32.35
28746,8155,6,50,2024-10-23,2,510.22
28747,982,61,46,2024-09-05,4,251.76
28748,2107,191,28,2024-11-19,3,355.05
28749,4678,17,14,2024-12-14,1,25.35
28750,1569,198,40,2025-01-22,3,1210.23
28751,2344,194,3,2024-12-19,5,2103.0
28752,2529,65,18,2024-07-06,4,761.48
28753,4233,5,48,2024-09-26,3,1325.55
28754,3547,125,31,2024-12-19,4,1736.04
28755,7740,91,12,2024-11-17,2,177.6
28756,6568,170,22,2024-07-09,2,125.82
28757,9741,7,38,2024-05-25,2,927.18
28758,5064,81,48,2025-01-03,5,1395.6
28759,2401,127,40,2024-08-24,2,233.72
28760,3738,59,12,2024-11-04,1,204.11
28761,8080,170,48,2024-09-27,4,251.64
28762,1121,22,10,2024-10-25,3,1116.72
28763,4486,93,42,2024-09-13,4,692.16
28764,1883,2,23,2024-10-20,4,1327.24
28765,1434,196,7,2024-07-08,5,892.1
28766,8753,59,17,2025-03-18,5,1020.55
28767,1347,108,39,2025-04-03,5,1249.3
28768,4363,50,10,2025-01-28,4,936.64
28769,8204,187,5,2024-07-05,3,121.02
28770,2757,141,7,2025-01-29,1,121.08
28771,8288,53,47,2025-04-17,1,219.23
28772,3411,151,3,2025-03-12,5,888.1
28773,7904,120,36,2024-06-18,2,439.14
28774,7214,4,50,2025-05-11,4,1695.24
28775,5235,139,1,2024-11-21,3,1069.83
28776,8357,87,36,2025-03-20,1,308.85
28777,9320,104,18,2024-12-18,3,771.33
28778,7694,199,13,2024-08-31,3,763.35
28779,3690,76,34,2024-08-27,2,486.06
28780,5797,32,35,2025-01-09,5,2498.2
28781,5365,135,21,2025-04-30,1,55.33
28782,3721,74,33,2024-08-27,5,2135.1
28783,2420,134,13,2024-09-13,4,178.88
28784,4559,60,40,2024-12-17,1,23.35
28785,8157,166,35,2024-08-27,3,830.4
28786,9513,59,36,2025-03-25,4,816.44
28787,8312,81,28,2024-12-24,2,558.24
28788,8888,27,39,2025-03-15,3,528.99
28789,5087,107,22,2024-10-06,5,2374.7
28790,8026,45,47,2024-05-21,1,268.41
28791,2788,143,13,2024-06-12,3,755.73
28792,9170,166,50,2024-06-09,2,553.6
28793,5523,103,28,2025-02-09,5,2246.75
28794,6572,196,7,2024-11-17,2,356.84
28795,3909,59,17,2024-09-24,3,612.33
28796,9683,168,38,2025-01-26,3,213.3
28797,4515,104,49,2024-12-01,1,257.11
28798,2217,37,49,2024-12-14,5,2497.6
28799,5213,115,11,2024-12-30,5,2414.6
28800,3083,89,14,2025-04-01,4,896.04
28801,4914,46,19,2024-05-17,3,254.1
28802,6721,191,32,2024-08-15,4,473.4
28803,9946,167,4,2025-04-23,3,98.67
28804,1587,146,24,2025-01-26,4,430.84
28805,776,3,22,2024-07-15,1,366.98
28806,9808,149,21,2024-06-06,1,247.99
28807,8746,102,32,2025-03-12,1,100.43
28808,8404,29,29,2024-10-16,3,1089.0
28809,7254,65,49,2024-05-18,4,761.48
28810,6129,135,29,2024-12-03,2,110.66
28811,9336,97,27,2024-10-11,5,101.25
28812,9546,84,19,2025-05-05,3,750.18
28813,879,141,15,2024-12-14,4,484.32
28814,1114,139,10,2025-03-22,4,1426.44
28815,4421,105,13,2024-07-07,1,150.69
28816,3269,191,6,2024-06-19,1,118.35
28817,692,164,22,2024-11-22,3,1416.66
28818,3904,47,12,2025-04-06,4,1965.4
28819,606,177,30,2024-09-19,5,620.75
28820,4084,134,45,2025-04-15,5,223.6
28821,7670,60,3,2024-08-21,1,23.35
28822,1693,90,6,2024-12-15,2,848.54
28823,2089,52,49,2025-04-06,5,2069.4
28824,4679,30,5,2025-03-05,4,431.08
28825,831,59,18,2025-01-25,5,1020.55
28826,5647,174,12,2025-01-29,5,2440.3
28827,2599,110,34,2025-01-30,1,29.78
28828,3002,164,41,2024-10-07,3,1416.66
28829,627,41,5,2024-09-24,1,273.13
28830,2425,50,47,2025-04-20,2,468.32
28831,4992,199,33,2024-09-07,3,763.35
28832,1492,27,21,2024-10-03,5,881.65
28833,3646,171,40,2024-12-13,3,1445.16
28834,2148,9,43,2024-06-27,4,1341.84
28835,6817,106,3,2024-07-08,4,1536.4
28836,6843,94,19,2024-07-12,4,470.16
28837,6266,34,49,2025-01-01,5,1888.0
28838,1413,150,25,2025-02-17,1,24.04
28839,7064,24,35,2025-05-11,2,938.7
28840,3862,118,27,2024-06-19,3,935.22
28841,1406,22,44,2025-02-28,1,372.24
28842,498,68,38,2025-02-20,3,530.79
28843,3922,190,25,2024-06-02,5,734.6
28844,1041,153,29,2025-02-13,3,742.29
28845,5221,86,40,2024-06-21,2,363.84
28846,7820,126,38,2025-05-03,4,493.92
28847,1852,30,41,2025-03-31,4,431.08
28848,9120,194,7,2025-04-21,3,1261.8
28849,1429,160,1,2025-01-17,5,1590.45
28850,1822,37,26,2024-09-22,3,1498.56
28851,4829,131,48,2024-09-22,2,703.26
28852,3015,52,47,2025-02-21,3,1241.64
28853,2199,87,4,2025-02-05,5,1544.25
28854,5021,20,4,2024-08-24,5,1791.8
28855,8284,135,32,2024-07-09,4,221.32
28856,5537,166,27,2024-10-12,4,1107.2
28857,616,194,27,2024-12-12,4,1682.4
28858,4985,200,35,2025-03-22,4,906.4
28859,2700,99,30,2025-02-28,2,929.74
28860,8320,71,36,2025-02-24,4,1354.76
28861,5497,116,31,2024-08-19,2,338.66
28862,8611,122,14,2024-11-01,4,263.4
28863,2903,139,32,2024-11-13,4,1426.44
28864,6601,145,17,2024-10-18,3,379.59
28865,2642,162,16,2025-02-14,5,2242.9
28866,5302,29,13,2024-08-07,1,363.0
28867,7317,15,34,2024-07-09,2,178.88
28868,2538,49,15,2025-01-18,4,634.6
28869,2020,127,31,2024-06-16,1,116.86
28870,7518,120,16,2025-02-27,4,878.28
28871,9774,115,25,2024-08-24,5,2414.6
28872,6696,55,36,2025-02-28,2,216.32
28873,46,179,14,2025-01-11,4,1716.0
28874,8058,65,21,2024-06-03,4,761.48
28875,5738,168,12,2025-04-06,5,355.5
28876,4380,75,47,2024-12-08,1,247.31
28877,4544,77,35,2024-06-25,5,2397.25
28878,3056,165,3,2024-12-05,1,424.13
28879,196,41,36,2025-02-07,4,1092.52
28880,6202,157,49,2024-07-18,3,376.14
28881,1100,4,46,2024-12-19,4,1695.24
28882,3401,51,9,2024-06-21,2,475.02
28883,7073,172,33,2024-07-31,3,548.07
28884,3681,10,4,2025-01-17,2,370.76
28885,9060,97,2,2025-02-25,5,101.25
28886,7975,128,42,2024-06-29,5,2199.15
28887,8110,145,2,2024-11-25,3,379.59
28888,4524,145,35,2024-11-18,2,253.06
28889,4876,99,31,2025-04-07,2,929.74
28890,2848,82,7,2025-01-29,5,1640.45
28891,5201,5,15,2025-04-29,3,1325.55
28892,4871,37,5,2024-05-12,3,1498.56
28893,7835,18,13,2024-08-01,4,659.24
28894,2473,68,1,2024-07-21,3,530.79
28895,463,6,38,2025-02-09,2,510.22
28896,2598,44,43,2024-12-30,4,134.2
28897,2789,17,1,2024-12-01,5,126.75
28898,2892,176,20,2024-12-11,5,1092.5
28899,9587,10,1,2025-01-29,4,741.52
28900,7442,103,1,2025-03-27,1,449.35
28901,1249,24,16,2025-03-09,5,2346.75
28902,4003,79,41,2024-05-17,1,481.51
28903,6673,6,37,2024-09-04,2,510.22
28904,9627,96,26,2024-12-04,2,48.56
28905,4251,31,22,2025-01-01,1,225.85
28906,1564,95,36,2024-10-13,4,838.4
28907,2364,177,35,2025-04-03,1,124.15
28908,9674,199,15,2024-08-15,1,254.45
28909,8681,49,19,2024-07-07,1,158.65
28910,8610,10,15,2024-10-16,1,185.38
28911,9150,7,32,2025-03-26,1,463.59
28912,2283,85,36,2024-10-23,1,290.53
28913,6166,22,13,2024-05-16,2,744.48
28914,3905,61,43,2024-06-09,3,188.82
28915,42,66,37,2024-11-15,1,66.71
28916,1392,119,36,2025-01-21,1,274.08
28917,1551,88,15,2024-12-12,5,1251.7
28918,9894,136,36,2025-04-16,5,666.1
28919,6807,158,38,2025-01-17,1,369.87
28920,13,189,3,2025-02-10,4,1608.64
28921,7951,198,4,2024-12-04,2,806.82
28922,3135,135,9,2024-07-18,4,221.32
28923,7664,78,14,2024-08-15,2,289.18
28924,1892,10,29,2024-11-24,2,370.76
28925,7311,94,36,2024-08-17,3,352.62
28926,1836,60,7,2024-11-17,4,93.4
28927,5734,117,19,2024-10-14,1,467.13
28928,1739,151,40,2024-11-15,1,177.62
28929,1867,147,33,2024-10-20,2,923.98
28930,6409,75,12,2024-07-16,1,247.31
28931,2356,132,49,2024-05-28,4,1006.52
28932,3366,132,15,2025-03-08,2,503.26
28933,6694,72,29,2024-10-15,3,159.0
28934,7714,84,24,2025-01-07,4,1000.24
28935,441,117,31,2024-11-20,3,1401.39
28936,343,11,31,2025-04-30,4,35.4
28937,4754,112,6,2024-08-04,2,697.48
28938,8816,90,22,2025-01-01,2,848.54
28939,5827,51,20,2024-11-28,1,237.51
28940,9219,188,16,2024-06-23,4,135.72
28941,4170,145,13,2024-07-23,3,379.59
28942,8758,135,33,2024-09-17,4,221.32
28943,3223,193,14,2025-03-25,5,1668.55
28944,7073,168,26,2024-12-27,5,355.5
28945,1485,130,35,2024-09-14,4,1587.68
28946,5650,6,47,2024-09-28,4,1020.44
28947,9726,67,18,2024-11-10,5,2121.1
28948,3463,22,36,2024-05-23,3,1116.72
28949,6535,117,16,2024-11-27,5,2335.65
28950,8081,45,42,2024-12-15,1,268.41
28951,2748,172,20,2025-05-07,1,182.69
28952,2176,90,15,2025-03-30,4,1697.08
28953,7325,77,50,2025-04-29,5,2397.25
28954,2334,195,40,2024-08-06,2,45.2
28955,4489,7,22,2024-06-26,3,1390.77
28956,1025,53,13,2024-09-26,2,438.46
28957,1791,116,1,2025-03-31,1,169.33
28958,96,159,29,2024-07-13,2,794.1
28959,1407,138,23,2024-10-18,5,1274.6
28960,6905,129,31,2024-10-05,2,525.58
28961,32,16,50,2024-10-22,3,1160.22
28962,117,151,33,2024-09-11,1,177.62
28963,2838,71,16,2024-12-08,3,1016.07
28964,6828,45,30,2024-07-06,4,1073.64
28965,4555,93,44,2024-08-08,1,173.04
28966,3725,191,24,2025-02-01,5,591.75
28967,8598,90,29,2024-07-11,5,2121.35
28968,3048,164,31,2025-03-21,5,2361.1
28969,423,21,48,2024-11-20,5,382.75
28970,494,130,15,2024-11-26,5,1984.6
28971,1564,131,44,2024-08-31,5,1758.15
28972,518,68,47,2024-11-29,5,884.65
28973,4839,57,7,2024-06-24,4,401.8
28974,5919,197,46,2025-03-01,1,363.87
28975,7820,154,47,2024-09-06,1,253.32
28976,9731,18,35,2024-09-05,1,164.81
28977,3671,41,39,2025-01-18,5,1365.65
28978,5421,32,16,2024-12-16,2,999.28
28979,4798,55,48,2024-07-13,4,432.64
28980,4691,50,33,2024-11-24,4,936.64
28981,6735,137,50,2025-04-19,1,491.34
28982,5930,195,27,2025-03-13,2,45.2
28983,7371,116,36,2024-09-05,1,169.33
28984,2514,87,33,2024-08-02,5,1544.25
28985,944,15,10,2024-08-15,1,89.44
28986,6253,130,18,2025-04-18,2,793.84
28987,5217,137,8,2025-04-04,5,2456.7
28988,8929,177,10,2024-06-10,3,372.45
28989,662,200,37,2025-01-09,3,679.8
28990,4848,150,29,2024-11-15,5,120.2
28991,4149,134,23,2025-02-11,2,89.44
28992,7555,27,16,2024-11-09,2,352.66
28993,5658,7,26,2024-11-16,4,1854.36
28994,5102,115,27,2024-09-25,5,2414.6
28995,7829,200,4,2024-10-16,3,679.8
28996,3421,199,40,2024-08-24,1,254.45
28997,6863,169,39,2025-02-22,2,193.16
28998,8075,59,24,2024-10-02,1,204.11
28999,7840,112,47,2024-11-14,2,697.48
29000,2927,80,42,2024-12-28,4,1983.24
29001,4220,74,46,2025-04-22,1,427.02
29002,3882,49,49,2024-05-31,3,475.95
29003,6340,133,18,2024-05-22,4,523.48
29004,2733,198,6,2025-01-23,4,1613.64
29005,403,130,4,2024-10-21,3,1190.76
29006,1895,159,46,2024-07-17,2,794.1
29007,59,117,4,2024-06-27,4,1868.52
29008,3101,18,34,2024-11-06,1,164.81
29009,2030,8,49,2025-04-05,5,2266.15
29010,4830,35,4,2025-01-14,4,1521.24
29011,3894,118,14,2025-02-09,2,623.48
29012,8785,147,2,2025-04-23,4,1847.96
29013,5226,178,20,2024-09-21,1,124.76
29014,1862,52,16,2025-01-08,4,1655.52
29015,4831,54,36,2025-05-04,4,1981.36
29016,3385,190,46,2024-08-27,5,734.6
29017,3019,88,10,2025-01-27,5,1251.7
29018,8962,144,20,2024-11-05,5,809.4
29019,4145,118,31,2024-08-03,2,623.48
29020,1147,61,32,2025-04-02,5,314.7
29021,3399,33,31,2025-02-01,2,253.16
29022,838,167,5,2025-04-14,4,131.56
29023,9203,37,33,2024-08-20,4,1998.08
29024,3441,125,14,2024-10-31,1,434.01
29025,6358,116,16,2025-03-01,3,507.99
29026,5472,171,1,2024-08-19,4,1926.88
29027,8263,18,19,2025-03-06,1,164.81
29028,212,76,14,2024-07-17,2,486.06
29029,2409,25,1,2024-11-25,1,102.49
29030,3444,40,33,2024-09-30,4,1828.72
29031,3250,149,50,2024-09-26,5,1239.95
29032,5525,172,33,2024-10-02,2,365.38
29033,9508,123,42,2024-06-15,3,1098.54
29034,6126,169,36,2024-10-18,3,289.74
29035,5993,102,45,2024-07-07,5,502.15
29036,9353,48,5,2025-04-23,4,206.52
29037,7655,188,48,2025-04-15,4,135.72
29038,8402,196,48,2024-07-06,1,178.42
29039,147,75,25,2025-03-01,1,247.31
29040,9524,1,32,2024-06-26,1,351.03
29041,2925,89,45,2025-03-25,4,896.04
29042,9640,189,4,2025-02-14,4,1608.64
29043,2828,35,14,2024-08-14,1,380.31
29044,2101,62,3,2025-02-21,3,877.56
29045,2090,196,14,2024-12-13,2,356.84
29046,8501,193,10,2025-03-19,3,1001.13
29047,7381,143,7,2025-04-08,4,1007.64
29048,9632,59,3,2024-12-03,1,204.11
29049,4390,31,30,2025-01-10,2,451.7
29050,2323,82,11,2024-06-28,2,656.18
29051,3233,184,34,2025-03-22,2,720.16
29052,2592,57,44,2025-01-21,2,200.9
29053,3010,149,18,2024-06-18,3,743.97
29054,2687,138,33,2025-05-01,2,509.84
29055,8312,34,33,2025-02-07,1,377.6
29056,5282,134,34,2025-04-28,3,134.16
29057,7086,143,38,2025-05-07,4,1007.64
29058,9591,58,5,2025-01-12,2,238.78
29059,7404,165,44,2025-03-24,2,848.26
29060,1332,54,24,2025-03-03,1,495.34
29061,9340,6,43,2024-10-12,5,1275.55
29062,4047,139,7,2024-09-12,1,356.61
29063,7977,177,14,2024-07-07,1,124.15
29064,3545,172,45,2025-01-22,1,182.69
29065,3946,25,2,2024-09-17,4,409.96
29066,3991,39,33,2025-02-15,4,1674.76
29067,527,28,6,2024-08-17,5,296.55
29068,4002,73,37,2024-12-09,3,971.58
29069,1005,47,25,2025-02-10,3,1474.05
29070,7242,40,24,2024-11-27,4,1828.72
29071,1546,152,36,2024-11-10,3,16.26
29072,6962,149,37,2024-11-06,4,991.96
29073,6357,40,27,2024-06-30,4,1828.72
29074,2004,74,49,2025-04-24,5,2135.1
29075,8568,169,8,2025-03-17,1,96.58
29076,6499,143,12,2024-12-02,1,251.91
29077,641,179,19,2024-11-30,3,1287.0
29078,4299,143,30,2025-04-24,2,503.82
29079,5007,147,36,2024-08-24,4,1847.96
29080,5514,11,39,2025-04-09,4,35.4
29081,3012,82,28,2024-07-17,5,1640.45
29082,2634,29,37,2025-03-14,4,1452.0
29083,1040,191,50,2024-12-26,1,118.35
29084,380,126,8,2024-11-11,1,123.48
29085,5985,173,42,2024-12-14,2,621.26
29086,7533,75,34,2024-10-03,3,741.93
29087,4461,107,37,2025-03-02,3,1424.82
29088,9448,147,39,2024-11-04,2,923.98
29089,660,128,16,2024-09-02,5,2199.15
29090,4265,93,31,2024-07-16,4,692.16
29091,2019,126,35,2025-05-10,4,493.92
29092,5397,132,26,2025-05-01,5,1258.15
29093,5752,78,25,2024-06-18,5,722.95
29094,3498,5,29,2024-07-01,3,1325.55
29095,9164,29,47,2024-10-04,1,363.0
29096,6514,105,14,2024-06-12,2,301.38
29097,7744,81,17,2024-12-18,2,558.24
29098,5597,191,42,2024-09-14,3,355.05
29099,4199,187,39,2024-12-09,5,201.7
29100,2682,149,30,2024-09-26,1,247.99
29101,264,55,30,2025-02-17,2,216.32
29102,796,154,9,2024-06-11,2,506.64
29103,7739,176,28,2024-05-16,1,218.5
29104,5718,39,23,2025-02-15,3,1256.07
29105,617,172,27,2024-07-14,1,182.69
29106,5390,47,8,2024-09-29,5,2456.75
29107,6868,190,45,2024-06-29,5,734.6
29108,846,114,19,2024-12-01,3,1376.94
29109,6077,105,9,2025-05-04,2,301.38
29110,6048,103,41,2024-12-17,1,449.35
29111,3592,12,33,2025-03-18,2,700.82
29112,2487,196,11,2025-03-03,2,356.84
29113,9775,33,50,2024-07-31,5,632.9
29114,4110,160,21,2024-06-20,1,318.09
29115,2527,90,33,2024-12-21,1,424.27
29116,4220,77,27,2025-02-01,2,958.9
29117,8476,86,46,2025-03-25,4,727.68
29118,4842,50,20,2024-12-27,5,1170.8
29119,2554,134,46,2024-07-15,4,178.88
29120,8033,43,41,2025-04-22,3,896.16
29121,1765,71,11,2024-09-20,5,1693.45
29122,223,69,47,2024-06-04,2,26.82
29123,8955,21,10,2024-09-08,3,229.65
29124,952,76,44,2025-04-20,5,1215.15
29125,2810,148,28,2024-08-08,2,555.98
29126,5144,29,46,2024-11-12,1,363.0
29127,2748,117,24,2024-10-03,5,2335.65
29128,8891,96,9,2024-10-28,3,72.84
29129,8938,164,8,2025-04-12,1,472.22
29130,563,135,48,2024-08-06,5,276.65
29131,4487,75,43,2025-01-25,4,989.24
29132,4725,101,8,2024-08-15,3,473.28
29133,8413,166,28,2025-03-20,4,1107.2
29134,3113,24,33,2025-03-22,5,2346.75
29135,1731,157,12,2025-03-12,3,376.14
29136,6571,116,3,2025-04-30,1,169.33
29137,6125,95,18,2025-03-01,5,1048.0
29138,4481,197,23,2024-06-10,5,1819.35
29139,3296,83,15,2024-11-26,1,229.54
29140,8122,132,40,2025-03-21,5,1258.15
29141,321,12,2,2025-02-21,1,350.41
29142,1854,189,21,2024-08-18,5,2010.8
29143,3424,2,34,2024-07-20,3,995.43
29144,8089,11,38,2024-06-07,1,8.85
29145,8528,134,31,2025-02-21,5,223.6
29146,416,52,15,2024-10-17,3,1241.64
29147,3277,173,11,2024-11-19,5,1553.15
29148,751,147,23,2025-02-05,2,923.98
29149,3344,121,9,2025-01-09,2,548.58
29150,7544,127,1,2025-04-19,1,116.86
29151,4412,186,33,2024-11-03,1,466.63
29152,4382,35,10,2025-03-18,1,380.31
29153,4056,125,25,2025-05-12,2,868.02
29154,1007,70,23,2024-06-13,5,1605.7
29155,9196,46,26,2025-04-02,2,169.4
29156,9401,52,47,2024-05-24,3,1241.64
29157,9246,120,23,2024-07-09,4,878.28
29158,6766,81,30,2024-05-30,3,837.36
29159,6207,20,3,2025-02-17,3,1075.08
29160,5443,58,45,2024-08-26,2,238.78
29161,3218,124,39,2025-04-24,3,1011.63
29162,9937,20,4,2024-07-11,4,1433.44
29163,7511,199,1,2025-02-09,4,1017.8
29164,5380,156,36,2024-08-11,4,394.76
29165,1700,109,34,2024-10-25,1,378.21
29166,4779,188,18,2024-11-16,4,135.72
29167,2698,126,43,2024-08-14,4,493.92
29168,1860,124,20,2024-07-01,5,1686.05
29169,3553,157,5,2025-04-18,5,626.9
29170,9396,131,30,2024-06-14,4,1406.52
29171,79,60,30,2025-02-10,5,116.75
29172,928,187,38,2025-05-09,1,40.34
29173,9677,42,24,2024-07-19,2,315.7
29174,7050,3,6,2024-11-19,4,1467.92
29175,2515,124,47,2025-02-24,1,337.21
29176,8566,95,32,2024-06-20,4,838.4
29177,7067,184,44,2024-07-29,2,720.16
29178,9053,21,12,2024-10-06,4,306.2
29179,7333,144,46,2025-05-12,5,809.4
29180,7823,76,25,2025-04-21,1,243.03
29181,4673,64,43,2024-07-03,4,1241.8
29182,3612,68,40,2025-01-20,4,707.72
29183,2487,91,28,2024-08-11,1,88.8
29184,8472,19,3,2025-05-03,1,40.39
29185,876,108,28,2024-06-25,5,1249.3
29186,6228,17,13,2024-06-21,1,25.35
29187,5209,180,6,2024-07-25,1,285.98
29188,6477,165,48,2024-10-09,3,1272.39
29189,8275,7,47,2024-05-20,1,463.59
29190,5393,11,22,2024-12-06,5,44.25
29191,5647,57,20,2024-05-25,3,301.35
29192,266,128,46,2024-07-27,1,439.83
29193,2290,65,8,2024-10-17,2,380.74
29194,3896,115,14,2025-02-19,4,1931.68
29195,2500,122,33,2024-09-04,1,65.85
29196,1837,126,49,2025-02-25,4,493.92
29197,7614,94,1,2024-10-05,5,587.7
29198,9517,186,41,2024-09-25,2,933.26
29199,3817,156,42,2025-01-01,5,493.45
29200,2473,88,43,2024-11-21,4,1001.36
29201,7799,80,5,2025-02-09,5,2479.05
29202,6460,153,13,2024-10-25,4,989.72
29203,3770,99,47,2024-11-15,4,1859.48
29204,294,38,35,2024-07-07,2,129.0
29205,3167,28,16,2025-03-18,1,59.31
29206,5746,82,31,2024-05-27,5,1640.45
29207,8835,95,4,2024-10-11,4,838.4
29208,2146,71,17,2025-02-28,2,677.38
29209,2337,184,16,2024-06-09,1,360.08
29210,6211,73,9,2024-11-05,1,323.86
